"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1846194823109530111","Tue Oct 15 14:22:01 +0000 2024","20260","BUAT STY BESOK BESOK JANGAN COBA COBA LAGI INI TUH KUALIFIKASI PIALA DUNIA BUKAN PIALA KEMERDEKAAN","1846194823109530111","","","in","unmagnetism12@gmail.com","232","730","3437","https://x.com/unmagnetism/status/1846194823109530111","843269533930405888","unmagnetism"
"1788599422823383376","Thu May 09 15:58:27 +0000 2024","18803"," dukung timnas lagi gengs di kualifikasi piala dunia https://t.co/3BVaCwlrNn","1788599422823383376","https://pbs.twimg.com/media/GNJhsRwbYAEaNlH.jpg","","in","Indonesia","315","328","1433","https://x.com/tanyarlfes/status/1788599422823383376","1371650588","tanyarlfes"
"1846391836405125577","Wed Oct 16 03:24:52 +0000 2024","2928","Target Mees Hilgers bersama timnas Indonesia: Jangka pendeknya lolos Kualifikasi Piala Dunia. Jangka panjangnya menjaga standar Timnas Indonesia lolos ke Piala Dunia dan Piala Asia menjadi hal yang normal. [Via Skor Indonesia] https://t.co/9zk16iAAhI","1846391836405125577","https://pbs.twimg.com/media/GZ-zlyJa4AAIIfA.jpg","","in","","62","60","478","https://x.com/gilabola_ina/status/1846391836405125577","1170153265444442113","gilabola_ina"
"1846197092223799340","Tue Oct 15 14:31:02 +0000 2024","253","Pertandingan sisa yang akan timnas Indonesia mainkan di round 3 kualifikasi Piala Dunia 2026 🇮🇩 🆚 Jepang (15/11/24) 🆚 Arab Saudi (19/11/24) 🆚 Australia (20/3/25) ️ 🆚 Bahrain (25/3/25) 🆚 China (5/6/25) 🆚 Jepang (10/6/25) ️ Dari 6 pertandingan sisa kalian https://t.co/FB2FABoDUr","1846197092223799340","https://pbs.twimg.com/media/GZ8Cd_Bb0AAzNt9.jpg","","in","","9","51","66","https://x.com/gilabola_ina/status/1846197092223799340","1170153265444442113","gilabola_ina"
"1842739463317033004","Sun Oct 06 01:31:39 +0000 2024","3183","2 tim yang sempat 'mengejutkan' di round 3 kualifikasi Piala Dunia 2026. 🇧🇭 Bahrain: Curi 3 poin dari markas Australia 🇮🇩 Indonesia: Nahan imbang Arab Saudi &amp; Australia Dan hari Kamis besok (10/10) keduanya akan saling berhadapan. https://t.co/C4lipFh3XO","1842739463317033004","https://pbs.twimg.com/media/GZK5xtBbAAEGSZs.jpg","","in","","13","54","226","https://x.com/gilabola_ina/status/1842739463317033004","1170153265444442113","gilabola_ina"
"1846078487498788892","Tue Oct 15 06:39:44 +0000 2024","383","🇯🇵 Jepang di kualifikasi Piala Dunia 2026 9 Pertandingan 9 Kemenangan 38 Gol 0 Kebobolan Bang Jepang terlalu jago https://t.co/p4iJCwyezE","1846078487498788892","https://pbs.twimg.com/media/GZ6Wmf3b0AIW_Up.jpg","","in","","2","15","22","https://x.com/gilabola_ina/status/1846078487498788892","1170153265444442113","gilabola_ina"
"1846096716577276368","Tue Oct 15 07:52:10 +0000 2024","47","Lagu Kebangsaan Indonesia Raya jadi sering diputar &amp; dinyanyikan di dalam dan luar negeri seiring dg Timnas Indonesia yg terus berlaga di kualifikasi Piala Dunia 2026. Merinding yah 🇨🇳 TIONGKOK vs INDONESIA 🇮🇩 15 Okt 2024 Kick Off 19:00 WIB ️ Qingdao Stadium #TimnasDay https://t.co/Wze7k40wzP","1846096716577276368","https://pbs.twimg.com/ext_tw_video_thumb/1846096626726903808/pu/img/-ZAleSVNN9scP-Me.jpg","","in","","1","2","9","https://x.com/GojekOnTwitt/status/1846096716577276368","1131251203357065216","GojekOnTwitt"
"1846008394014232763","Tue Oct 15 02:01:12 +0000 2024","6041","#ReachingTheSky 🆚 Tiongkok ️ Qingdao Youth Football Stadium ⏰ MALAM INI | 19:00 WIB Kualifikasi Piala Dunia Putaran 3 ‣ #GarudaMendunia ‣ #TimnasDay https://t.co/TPE6ONpUo1","1846008394014232763","https://pbs.twimg.com/media/GZ5W17xacAASr24.jpg","","in","Indonesia","372","185","1662","https://x.com/TimnasIndonesia/status/1846008394014232763","1678973209172152320","TimnasIndonesia"
"1806330550858461666","Thu Jun 27 14:15:37 +0000 2024","4245","Jangan terlalu jumawa diketawain se-ASEAN nanti. Vietnam dan Thailand sebelum Indonesia saat ini udah pernah jadi wakil ASEAN di Round 3 Kualifikasi Piala Dunia ASIA. https://t.co/2YRazqPr8s","1806330550858461666","https://pbs.twimg.com/media/GRFf2VMb0AASebY.jpg","","in","Ngadi King of The South","76","297","514","https://x.com/MafiaWasit/status/1806330550858461666","2794327166","MafiaWasit"
"1844539637068595657","Fri Oct 11 00:44:54 +0000 2024","53","Coba kita cek klasemen Grup A-C. 2 tim teratas sudah memisahkan diri kecuali grup C artinya peluang kita untuk finish di peringkat 2 dan langsung lolos ke Piala Dunia terbuka lebar. Grup C lebih kompetitif memperebutkan tiket langsung. https://t.co/atA6E3gP6O","1844539637068595657","https://pbs.twimg.com/media/GZkfA6WaAAARyhh.jpg","","in","","2","10","8","https://x.com/bahaspemainbola/status/1844539637068595657","752990583858298880","bahaspemainbola"
"1846433843412091308","Wed Oct 16 06:11:48 +0000 2024","6","Klasemen sementara round 3 kualifikasi Piala Dunia 2026 zona Asia. Semua tim sudah mendapatkan poin semua tim masih punya peluang lolos. Sampai jumpa lagi di bulan November https://t.co/CDhESS5b2N","1846433843412091308","https://pbs.twimg.com/media/GZ_Zy7FawAA1d9V.jpg","","in","","0","1","1","https://x.com/gilabola_ina/status/1846433843412091308","1170153265444442113","gilabola_ina"
"1834570504746971153","Fri Sep 13 12:31:07 +0000 2024","7369","Rumput stadion home tim grup C round 3 kualifikasi Piala Dunia 2026. : ig/cctvbola24jam https://t.co/PfHwWvm0B3","1834570504746971153","https://pbs.twimg.com/media/GXW0JucbUAAPAVw.jpg","","in","","116","562","831","https://x.com/gilabola_ina/status/1834570504746971153","1170153265444442113","gilabola_ina"
"1845879814978523463","Mon Oct 14 17:30:17 +0000 2024","37","Random bgt malem-malem iseng cari di weibo tentang timnas Indonesia lah ada yg bahas panjang bgt tentang lawan pertama kali timnas China di kualifikasi piala dunia 1957 di Swedia adalah Indonesia. Lengkap pula ada foto dan cuplikan videonya. . https://t.co/dxNFGffzN4","1845879814978523463","https://pbs.twimg.com/media/GZ3h5yyb0AE0y7U.jpg","","in","","0","2","6","https://x.com/benerbet/status/1845879814978523463","989707302121828352","benerbet"
"1844971291067154960","Sat Oct 12 05:20:08 +0000 2024","22906","Tim yang belum terkalahkan di round 3 kualifikasi Piala Dunia 2026 zona Asia. 🇺🇿 Uzbekistan 🇮🇷 Iran 🇰🇷 Korea Selatan 🇮🇶 Irak 🇯🇵 Jepang 🇮🇩 Indonesia https://t.co/3u1tAEDFFZ","1844971291067154960","https://pbs.twimg.com/media/GZqnnGfaAAAvP3-.jpg","","in","","271","502","2801","https://x.com/gilabola_ina/status/1844971291067154960","1170153265444442113","gilabola_ina"
"1840901127090684249","Mon Sep 30 23:46:45 +0000 2024","13130","Tim yang belum merasakan kekalahan di round 3 kualifikasi Piala Dunia 2026 🇺🇿 Uzbekistan 🇮🇷 Iran 🇯🇴 Yordania 🇰🇷 Korea Selatan 🇮🇶 Irak 🇰🇼 Kuwait 🇯🇵 Jepang 🇸🇦 Arab Saudi 🇮🇩 Indonesia 🇲🇾 Malaysia https://t.co/GYQyf9sb9z","1840901127090684249","https://pbs.twimg.com/media/GYwx0KYbQAI7hTO.jpg","","in","","72","475","851","https://x.com/gilabola_ina/status/1840901127090684249","1170153265444442113","gilabola_ina"
"1845764150451998813","Mon Oct 14 09:50:40 +0000 2024","271","Minfren mau bagi-bagi hadiah buat Teman smartfren! Ayo pecinta bola coba tebak skor pertandingan sengit kualifikasi piala dunia road 3: 🇨🇳 vs 🇮🇩‼️ Caranya cukup reply tweet ini dengan format smartfren tebak [skor] buat [tim]! https://t.co/mrhq46KXh9","1845764150451998813","https://pbs.twimg.com/media/GZ14sSBawAArG87.jpg","","in","Indonesia","5","403","171","https://x.com/smartfrenworld/status/1845764150451998813","64924675","smartfrenworld"
"1846171491597238490","Tue Oct 15 12:49:18 +0000 2024","4082","#KualifikasiPialaDunia HT : China 2-0 Indonesia Behram Abduweli 21' Zhang Yuning 44' Gimana ki? #Blibli @bliblidotcom https://t.co/gSIXCiWe4y","1846171491597238490","https://pbs.twimg.com/media/GZ7rMAtaEAAEqi-.jpg","","in","","573","1639","351","https://x.com/idextratime/status/1846171491597238490","1222927522033094656","idextratime"
"1845339897584025890","Sun Oct 13 05:44:50 +0000 2024","4773","Pertandingan sisa yang akan timnas Indonesia mainkan di round 3 kualifikasi Piala Dunia 2026 🇮🇩 🆚 China (12/10/24) ️ 🆚 Jepang (15/11/24) 🆚 Arab Saudi (19/11/24) 🆚 Australia (20/3/25) ️ 🆚 Bahrain (25/3/25) 🆚 China (5/6/25) 🆚 Jepang (10/6/25) ️ Dari 7 https://t.co/AukJBdOkMp","1845339897584025890","https://pbs.twimg.com/media/GZv223_aMAA1whb.jpg","","in","","51","221","577","https://x.com/gilabola_ina/status/1845339897584025890","1170153265444442113","gilabola_ina"
